,Date,Type,B_Zero,B_Low,B_Medium,B_High
0,2021-04-13,Commercial,0,0,0,1.0
1,2021-04-13,Duplex,0,0,0,12.0
2,2021-04-13,Empty Lot,0,0,0,85.0
3,2021-04-13,Multi-Unit,0,0,0,3.0
4,2021-04-13,Single-Family,0,0,0,16.0
5,2021-04-13,Residential,0,0,0,31.0
6,2021-04-13,Mixed-Use/Other,0,0,0,0.0
