,Date,Type,V_Indeterminant,V_Possible,V_Very_Likely,V_Definite
0,2021-10-15,Commercial,4.0,2.0,17.0,5.0
1,2021-10-15,Duplex,16.0,1.0,176.0,69.0
2,2021-10-15,Empty Lot,8.0,2.0,83.0,1.0
3,2021-10-15,Mixed-Use,0.0,0.0,13.0,2.0
4,2021-10-15,Multi-Unit,4.0,1.0,58.0,44.0
5,2021-10-15,Single-Family,40.0,5.0,270.0,83.0
6,2021-10-15,Residential,60.0,7.0,504.0,196.0
7,2021-10-15,Mixed-Use/Other,0.0,0.0,13.0,2.0
