,Date,Type,V_Indeterminant,V_Possible,V_Very_Likely,V_Definite
0,2023-03-28,Commercial,4.0,1.0,14.0,5.0
1,2023-03-28,Duplex,24.0,2.0,55.0,127.0
2,2023-03-28,Empty Lot,8.0,2.0,103.0,3.0
3,2023-03-28,Mixed-Use,1.0,0.0,5.0,5.0
4,2023-03-28,Multi-Unit,3.0,3.0,25.0,60.0
5,2023-03-28,Single-Family,38.0,3.0,85.0,173.0
6,2023-03-28,Residential,65.0,8.0,165.0,360.0
7,2023-03-28,Mixed-Use/Other,1.0,0.0,5.0,5.0
