,Date,Type,B_Zero,B_Low,B_Medium,B_High
0,2021-08-18,Commercial,0,0,0,73
1,2021-08-18,Duplex,0,0,0,684
2,2021-08-18,Empty Lot,0,0,0,8219
3,2021-08-18,Mixed-Use,0,0,0,17
4,2021-08-18,Multi-Unit,0,0,0,165
5,2021-08-18,Single-Family,0,0,0,1080
6,2021-08-18,Residential,0,0,0,1929
7,2021-08-18,Mixed-Use/Other,0,0,0,17
