,Date,Type,V_Indeterminant,V_Possible,V_Very_Likely,V_Definite
0,2022-04-23,Commercial,2.0,1.0,16.0,6.0
1,2022-04-23,Duplex,4.0,1.0,82.0,72.0
2,2022-04-23,Empty Lot,4.0,0.0,41.0,51.0
3,2022-04-23,Mixed-Use,1.0,0.0,7.0,8.0
4,2022-04-23,Multi-Unit,5.0,0.0,19.0,30.0
5,2022-04-23,Single-Family,13.0,7.0,153.0,84.0
