,Date,Type,V_Indeterminant,V_Possible,V_Very_Likely,V_Definite
0,2021-07-17,Commercial,157.0,23.0,654.0,204.0
1,2021-07-17,Duplex,264.0,22.0,1145.0,1424.0
2,2021-07-17,Empty Lot,400.0,84.0,5846.0,8389.0
3,2021-07-17,Mixed-Use,23.0,4.0,94.0,50.0
4,2021-07-17,Multi-Unit,75.0,9.0,323.0,471.0
5,2021-07-17,Other,0.0,1.0,3.0,0.0
6,2021-07-17,Single-Family,818.0,105.0,3156.0,2454.0
