,Date,Type,V_Indeterminant,V_Possible,V_Very_Likely,V_Definite
0,2021-07-17,Commercial,2.0,1.0,14.0,2.0
1,2021-07-17,Duplex,10.0,1.0,118.0,55.0
2,2021-07-17,Empty Lot,6.0,1.0,63.0,61.0
3,2021-07-17,Mixed-Use,,,7.0,1.0
4,2021-07-17,Multi-Unit,,,34.0,33.0
5,2021-07-17,Single-Family,27.0,3.0,170.0,69.0
