,Date,Type,V_Indeterminant,V_Possible,V_Very_Likely,V_Definite
0,2021-11-24,Commercial,2.0,1.0,13.0,2.0
1,2021-11-24,Duplex,12.0,1.0,120.0,55.0
2,2021-11-24,Empty Lot,6.0,1.0,62.0,58.0
3,2021-11-24,Mixed-Use,,,8.0,1.0
4,2021-11-24,Multi-Unit,,,40.0,34.0
5,2021-11-24,Single-Family,29.0,3.0,174.0,70.0
