,Date,Type,V_Indeterminant,V_Possible,V_Very_Likely,V_Definite
0,2021-04-13,Commercial,1.0,1.0,15.0,2.0
1,2021-04-13,Duplex,21.0,0.0,123.0,55.0
2,2021-04-13,Empty Lot,8.0,0.0,67.0,64.0
3,2021-04-13,Mixed-Use,0.0,0.0,9.0,2.0
4,2021-04-13,Multi-Unit,5.0,0.0,40.0,30.0
5,2021-04-13,Single-Family,47.0,5.0,187.0,69.0
