,Date,Type,B_Zero,B_Low,B_Medium,B_High
96,2021-12-22,Residential,1173.0,2533.0,1842.0,2739.0
97,2021-12-22,Mixed-Use/Other,18.0,38.0,32.0,61.0
98,2022-01-23,Commercial,91.0,189.0,184.0,418.0
99,2022-01-23,Duplex,123.0,610.0,517.0,885.0
100,2022-01-23,Empty Lot,1450.0,4095.0,631.0,351.0
101,2022-01-23,Mixed-Use,8.0,30.0,34.0,68.0
102,2022-01-23,Multi-Unit,35.0,161.0,177.0,335.0
103,2022-01-23,Other,1.0,1.0,2.0,0.0
104,2022-01-23,Single-Family,540.0,1601.0,1312.0,1803.0
105,2022-01-23,Residential,698.0,2372.0,2006.0,3023.0
106,2022-01-23,Mixed-Use/Other,9.0,31.0,36.0,68.0
107,2022-02-21,Commercial,120.0,233.0,178.0,341.0
108,2022-02-21,Duplex,185.0,612.0,471.0,854.0
109,2022-02-21,Empty Lot,1859.0,3748.0,585.0,320.0
110,2022-02-21,Mixed-Use,12.0,32.0,29.0,62.0
111,2022-02-21,Multi-Unit,51.0,162.0,171.0,320.0
112,2022-02-21,Other,1.0,1.0,2.0,0.0
113,2022-02-21,Single-Family,636.0,1581.0,1229.0,1721.0
114,2022-02-21,Residential,872.0,2355.0,1871.0,2895.0
115,2022-02-21,Mixed-Use/Other,13.0,33.0,31.0,62.0
116,2022-03-10,Commercial,129.0,230.0,174.0,343.0
117,2022-03-10,Duplex,200.0,609.0,530.0,877.0
118,2022-03-10,Empty Lot,1866.0,3663.0,572.0,309.0
119,2022-03-10,Mixed-Use,12.0,33.0,30.0,63.0
120,2022-03-10,Multi-Unit,56.0,167.0,171.0,327.0
121,2022-03-10,Other,1.0,1.0,2.0,0.0
122,2022-03-10,Single-Family,689.0,1644.0,1303.0,1779.0
123,2022-03-10,Residential,945.0,2420.0,2004.0,2983.0
124,2022-03-10,Mixed-Use/Other,13.0,34.0,32.0,63.0
125,2022-04-23,Commercial,136.0,235.0,167.0,337.0
126,2022-04-23,Duplex,211.0,599.0,539.0,861.0
127,2022-04-23,Empty Lot,1970.0,3610.0,530.0,292.0
128,2022-04-23,Mixed-Use,13.0,37.0,29.0,61.0
129,2022-04-23,Multi-Unit,60.0,174.0,168.0,318.0
130,2022-04-23,Other,1.0,1.0,2.0,0.0
131,2022-04-23,Single-Family,719.0,1617.0,1310.0,1730.0
132,2022-04-23,Residential,990.0,2390.0,2017.0,2909.0
133,2022-04-23,Mixed-Use/Other,14.0,38.0,31.0,61.0
134,2022-06-05,Commercial,134.0,244.0,178.0,325.0
135,2022-06-05,Duplex,218.0,594.0,542.0,846.0
136,2022-06-05,Empty Lot,2108.0,3755.0,467.0,281.0
137,2022-06-05,Mixed-Use,14.0,37.0,31.0,58.0
138,2022-06-05,Multi-Unit,69.0,174.0,171.0,318.0
139,2022-06-05,Other,1.0,1.0,2.0,0.0
140,2022-06-05,Single-Family,780.0,1631.0,1293.0,1741.0
141,2022-06-05,Residential,1067.0,2399.0,2006.0,2905.0
142,2022-06-05,Mixed-Use/Other,15.0,38.0,33.0,58.0
143,2022-06-23,Commercial,135.0,243.0,178.0,321.0
144,2022-06-23,Duplex,221.0,611.0,525.0,834.0
145,2022-06-23,Empty Lot,2130.0,3743.0,455.0,286.0
146,2022-06-23,Mixed-Use,12.0,38.0,33.0,55.0
147,2022-06-23,Multi-Unit,71.0,171.0,172.0,313.0
148,2022-06-23,Other,1.0,1.0,2.0,0.0
149,2022-06-23,Single-Family,811.0,1664.0,1228.0,1737.0
150,2022-06-23,Residential,1103.0,2446.0,1925.0,2884.0
151,2022-06-23,Mixed-Use/Other,13.0,39.0,35.0,55.0
152,2022-07-17,Commercial,134.0,248.0,185.0,310.0
153,2022-07-17,Duplex,243.0,610.0,532.0,836.0
154,2022-07-17,Empty Lot,2153.0,3740.0,438.0,286.0
155,2022-07-17,Mixed-Use,12.0,35.0,38.0,54.0
156,2022-07-17,Multi-Unit,76.0,175.0,174.0,311.0
157,2022-07-17,Other,1.0,1.0,2.0,0.0
158,2022-07-17,Single-Family,826.0,1709.0,1214.0,1731.0
159,2022-07-17,Residential,1145.0,2494.0,1920.0,2878.0
160,2022-07-17,Mixed-Use/Other,13.0,36.0,40.0,54.0
161,2022-08-11,Commercial,111.0,209.0,157.0,264.0
162,2022-08-11,Duplex,253.0,597.0,509.0,823.0
163,2022-08-11,Empty Lot,2267.0,3952.0,520.0,412.0
164,2022-08-11,Mixed-Use,10.0,32.0,37.0,52.0
165,2022-08-11,Multi-Unit,70.0,168.0,171.0,311.0
166,2022-08-11,Other,1.0,1.0,2.0,0.0
167,2022-08-11,Single-Family,818.0,1670.0,1196.0,1748.0
168,2022-08-11,Residential,1141.0,2435.0,1876.0,2882.0
169,2022-08-11,Mixed-Use/Other,11.0,33.0,39.0,52.0
170,2022-09-13,Commercial,104.0,216.0,149.0,250.0
171,2022-09-13,Duplex,223.0,570.0,509.0,835.0
172,2022-09-13,Empty Lot,2409.0,3804.0,502.0,441.0
173,2022-09-13,Mixed-Use,8.0,30.0,31.0,55.0
174,2022-09-13,Multi-Unit,64.0,160.0,160.0,319.0
175,2022-09-13,Other,1.0,1.0,2.0,0.0
176,2022-09-13,Single-Family,730.0,1597.0,1199.0,1791.0
177,2022-09-13,Residential,1017.0,2327.0,1868.0,2945.0
178,2022-09-13,Mixed-Use/Other,9.0,31.0,33.0,55.0
179,2022-10-18,Commercial,76.0,220.0,152.0,247.0
180,2022-10-18,Duplex,159.0,551.0,487.0,872.0
181,2022-10-18,Empty Lot,2392.0,3824.0,509.0,451.0
182,2022-10-18,Mixed-Use,7.0,28.0,32.0,55.0
183,2022-10-18,Multi-Unit,45.0,153.0,163.0,324.0
184,2022-10-18,Other,1.0,1.0,2.0,0.0
185,2022-10-18,Single-Family,587.0,1531.0,1203.0,1882.0
186,2022-10-18,Residential,791.0,2235.0,1853.0,3078.0
187,2022-10-18,Mixed-Use/Other,8.0,29.0,34.0,55.0
188,2022-11-17,Commercial,69.0,217.0,156.0,237.0
189,2022-11-17,Duplex,150.0,554.0,448.0,893.0
190,2022-11-17,Empty Lot,2451.0,3859.0,496.0,450.0
191,2022-11-17,Mixed-Use,6.0,22.0,34.0,55.0
192,2022-11-17,Multi-Unit,39.0,148.0,160.0,321.0
193,2022-11-17,Other,1.0,1.0,2.0,0.0
194,2022-11-17,Single-Family,525.0,1511.0,1173.0,1892.0
195,2022-11-17,Residential,714.0,2213.0,1781.0,3106.0
196,2022-11-17,Mixed-Use/Other,7.0,23.0,36.0,55.0
