,Date,Type,B_Zero,B_Low,B_Medium,B_High
115,2022-06-23,Empty Lot,0,0,0.0,79.0
116,2022-06-23,Multi-Unit,0,0,0.0,4.0
117,2022-06-23,Single-Family,0,0,0.0,14.0
118,2022-06-23,Residential,0,0,0.0,30.0
119,2022-06-23,Mixed-Use/Other,0,0,0.0,0.0
120,2022-07-17,Commercial,0,0,0.0,1.0
121,2022-07-17,Duplex,0,0,0.0,12.0
122,2022-07-17,Empty Lot,0,0,0.0,79.0
123,2022-07-17,Multi-Unit,0,0,0.0,4.0
124,2022-07-17,Single-Family,0,0,0.0,14.0
125,2022-07-17,Residential,0,0,0.0,30.0
126,2022-07-17,Mixed-Use/Other,0,0,0.0,0.0
127,2022-08-11,Commercial,0,0,0.0,1.0
128,2022-08-11,Duplex,0,0,0.0,10.0
129,2022-08-11,Empty Lot,0,0,0.0,82.0
130,2022-08-11,Multi-Unit,0,0,0.0,4.0
131,2022-08-11,Single-Family,0,0,0.0,13.0
132,2022-08-11,Residential,0,0,0.0,27.0
133,2022-08-11,Mixed-Use/Other,0,0,0.0,0.0
134,2022-09-13,Commercial,0,0,0.0,1.0
135,2022-09-13,Duplex,0,0,0.0,10.0
136,2022-09-13,Empty Lot,0,0,0.0,84.0
137,2022-09-13,Multi-Unit,0,0,0.0,4.0
138,2022-09-13,Single-Family,0,0,0.0,11.0
139,2022-09-13,Residential,0,0,0.0,25.0
140,2022-09-13,Mixed-Use/Other,0,0,0.0,0.0
141,2022-10-18,Commercial,0,0,0.0,1.0
142,2022-10-18,Duplex,0,0,0.0,10.0
143,2022-10-18,Empty Lot,0,0,0.0,85.0
144,2022-10-18,Multi-Unit,0,0,0.0,4.0
145,2022-10-18,Single-Family,0,0,0.0,10.0
146,2022-10-18,Residential,0,0,0.0,24.0
147,2022-10-18,Mixed-Use/Other,0,0,0.0,0.0
148,2022-11-17,Commercial,0,0,0.0,1.0
149,2022-11-17,Duplex,0,0,0.0,11.0
150,2022-11-17,Empty Lot,0,0,0.0,82.0
151,2022-11-17,Multi-Unit,0,0,0.0,4.0
152,2022-11-17,Single-Family,0,0,0.0,12.0
153,2022-11-17,Residential,0,0,0.0,27.0
154,2022-11-17,Mixed-Use/Other,0,0,0.0,0.0
155,2022-12-26,Commercial,0,0,0.0,1.0
156,2022-12-26,Duplex,0,0,0.0,11.0
157,2022-12-26,Empty Lot,0,0,0.0,82.0
158,2022-12-26,Multi-Unit,0,0,0.0,4.0
159,2022-12-26,Single-Family,0,0,0.0,12.0
160,2022-12-26,Residential,0,0,0.0,27.0
161,2022-12-26,Mixed-Use/Other,0,0,0.0,0.0
162,2023-03-28,Commercial,0,0,0.0,1.0
163,2023-03-28,Duplex,0,0,0.0,10.0
164,2023-03-28,Empty Lot,0,0,0.0,76.0
165,2023-03-28,Multi-Unit,0,0,0.0,4.0
166,2023-03-28,Single-Family,0,0,0.0,11.0
167,2023-03-28,Residential,0,0,0.0,25.0
168,2023-03-28,Mixed-Use/Other,0,0,0.0,0.0
169,2023-04-22,Commercial,0,0,0.0,1.0
170,2023-04-22,Duplex,0,0,0.0,10.0
171,2023-04-22,Empty Lot,0,0,0.0,76.0
172,2023-04-22,Multi-Unit,0,0,0.0,4.0
173,2023-04-22,Single-Family,0,0,0.0,11.0
174,2023-04-22,Residential,0,0,0.0,25.0
175,2023-04-22,Mixed-Use/Other,0,0,0.0,0.0
176,2023-05-02,Commercial,0,0,0.0,1.0
177,2023-05-02,Duplex,0,0,0.0,10.0
178,2023-05-02,Empty Lot,0,0,0.0,79.0
179,2023-05-02,Multi-Unit,0,0,0.0,4.0
180,2023-05-02,Single-Family,0,0,0.0,12.0
181,2023-05-02,Residential,0,0,0.0,26.0
182,2023-05-02,Mixed-Use/Other,0,0,0.0,0.0
183,2023-11-01,Commercial,0,0,0.0,1.0
184,2023-11-01,Duplex,0,0,0.0,10.0
185,2023-11-01,Empty Lot,0,0,0.0,72.0
186,2023-11-01,Multi-Unit,0,0,0.0,4.0
187,2023-11-01,Single-Family,0,0,0.0,10.0
188,2023-11-01,Residential,0,0,0.0,24.0
189,2023-11-01,Mixed-Use/Other,0,0,0.0,0.0
190,2021-03-01,Commercial,0,0,0.0,1.0
191,2021-03-01,Duplex,0,0,0.0,12.0
192,2021-03-01,Empty Lot,0,0,18.0,58.0
193,2021-03-01,Multi-Unit,0,0,0.0,3.0
194,2021-03-01,Other,0,0,3.0,3.0
195,2021-03-01,Single-Family,0,0,0.0,17.0
196,2021-03-01,Residential,0,0,0.0,32.0
197,2021-03-01,Mixed-Use/Other,0,0,3.0,3.0
198,2021-03-01,Residential,0,0,0.0,32.0
199,2021-03-01,Mixed-Use/Other,0,0,3.0,3.0
200,2021-03-01,Residential,0,0,0.0,32.0
201,2021-03-01,Mixed-Use/Other,0,0,3.0,3.0
202,2021-03-01,Residential,0,0,0.0,32.0
203,2021-03-01,Mixed-Use/Other,0,0,3.0,3.0
204,2021-03-01,Residential,0,0,0.0,32.0
205,2021-03-01,Mixed-Use/Other,0,0,3.0,3.0
206,2021-03-01,Residential,0,0,0.0,32.0
207,2021-03-01,Mixed-Use/Other,0,0,3.0,3.0
208,2021-04-01,Commercial,0,0,0.0,1.0
209,2021-04-01,Duplex,0,0,0.0,12.0
210,2021-04-01,Empty Lot,0,0,0.0,42.0
211,2021-04-01,Multi-Unit,0,0,0.0,3.0
212,2021-04-01,Single-Family,0,0,0.0,16.0
213,2021-04-01,Residential,0,0,0.0,31.0
214,2021-04-01,Mixed-Use/Other,0,0,0.0,0.0
215,2021-04-01,Residential,0,0,0.0,31.0
216,2021-04-01,Mixed-Use/Other,0,0,0.0,0.0
217,2021-04-01,Residential,0,0,0.0,31.0
218,2021-04-01,Mixed-Use/Other,0,0,0.0,0.0
219,2021-04-01,Residential,0,0,0.0,31.0
220,2021-04-01,Mixed-Use/Other,0,0,0.0,0.0
221,2021-04-01,Residential,0,0,0.0,31.0
222,2021-04-01,Mixed-Use/Other,0,0,0.0,0.0
223,2021-04-01,Residential,0,0,0.0,31.0
224,2021-04-01,Mixed-Use/Other,0,0,0.0,0.0
225,2021-04-13,Commercial,0,0,0.0,1.0
226,2021-04-13,Duplex,0,0,0.0,12.0
227,2021-04-13,Empty Lot,0,0,0.0,85.0
228,2021-04-13,Multi-Unit,0,0,0.0,3.0
229,2021-04-13,Single-Family,0,0,0.0,16.0
230,2021-04-13,Residential,0,0,0.0,31.0
231,2021-04-13,Mixed-Use/Other,0,0,0.0,0.0
232,2021-04-13,Residential,0,0,0.0,31.0
233,2021-04-13,Mixed-Use/Other,0,0,0.0,0.0
234,2021-04-13,Residential,0,0,0.0,31.0
235,2021-04-13,Mixed-Use/Other,0,0,0.0,0.0
236,2021-04-13,Residential,0,0,0.0,31.0
237,2021-04-13,Mixed-Use/Other,0,0,0.0,0.0
238,2021-04-13,Residential,0,0,0.0,31.0
239,2021-04-13,Mixed-Use/Other,0,0,0.0,0.0
240,2021-04-13,Residential,0,0,0.0,31.0
241,2021-04-13,Mixed-Use/Other,0,0,0.0,0.0
242,2021-06-24,Commercial,0,0,0.0,1.0
243,2021-06-24,Duplex,0,0,0.0,12.0
244,2021-06-24,Empty Lot,0,0,0.0,84.0
245,2021-06-24,Multi-Unit,0,0,0.0,4.0
246,2021-06-24,Single-Family,0,0,0.0,16.0
247,2021-06-24,Residential,0,0,0.0,32.0
248,2021-06-24,Mixed-Use/Other,0,0,0.0,0.0
249,2021-06-24,Residential,0,0,0.0,32.0
250,2021-06-24,Mixed-Use/Other,0,0,0.0,0.0
251,2021-06-24,Residential,0,0,0.0,32.0
252,2021-06-24,Mixed-Use/Other,0,0,0.0,0.0
253,2021-06-24,Residential,0,0,0.0,32.0
254,2021-06-24,Mixed-Use/Other,0,0,0.0,0.0
255,2021-06-24,Residential,0,0,0.0,32.0
256,2021-06-24,Mixed-Use/Other,0,0,0.0,0.0
257,2021-06-24,Residential,0,0,0.0,32.0
258,2021-06-24,Mixed-Use/Other,0,0,0.0,0.0
259,2021-07-17,Commercial,0,0,0.0,1.0
260,2021-07-17,Duplex,0,0,0.0,12.0
261,2021-07-17,Empty Lot,0,0,0.0,84.0
262,2021-07-17,Multi-Unit,0,0,0.0,4.0
263,2021-07-17,Single-Family,0,0,0.0,16.0
264,2021-07-17,Residential,0,0,0.0,32.0
265,2021-07-17,Mixed-Use/Other,0,0,0.0,0.0
266,2021-07-17,Residential,0,0,0.0,32.0
267,2021-07-17,Mixed-Use/Other,0,0,0.0,0.0
268,2021-07-17,Residential,0,0,0.0,32.0
269,2021-07-17,Mixed-Use/Other,0,0,0.0,0.0
270,2021-07-17,Residential,0,0,0.0,32.0
271,2021-07-17,Mixed-Use/Other,0,0,0.0,0.0
272,2021-07-17,Residential,0,0,0.0,32.0
273,2021-07-17,Mixed-Use/Other,0,0,0.0,0.0
274,2021-07-17,Residential,0,0,0.0,32.0
275,2021-07-17,Mixed-Use/Other,0,0,0.0,0.0
276,2021-08-18,Commercial,0,0,0.0,1.0
277,2021-08-18,Duplex,0,0,0.0,12.0
278,2021-08-18,Empty Lot,0,0,0.0,84.0
279,2021-08-18,Multi-Unit,0,0,0.0,4.0
280,2021-08-18,Single-Family,0,0,0.0,16.0
281,2021-08-18,Residential,0,0,0.0,32.0
282,2021-08-18,Mixed-Use/Other,0,0,0.0,0.0
283,2021-08-18,Residential,0,0,0.0,32.0
284,2021-08-18,Mixed-Use/Other,0,0,0.0,0.0
285,2021-08-18,Residential,0,0,0.0,32.0
286,2021-08-18,Mixed-Use/Other,0,0,0.0,0.0
287,2021-08-18,Residential,0,0,0.0,32.0
288,2021-08-18,Mixed-Use/Other,0,0,0.0,0.0
289,2021-08-18,Residential,0,0,0.0,32.0
290,2021-08-18,Mixed-Use/Other,0,0,0.0,0.0
291,2021-08-18,Residential,0,0,0.0,32.0
292,2021-08-18,Mixed-Use/Other,0,0,0.0,0.0
293,2021-09-22,Commercial,0,0,0.0,1.0
294,2021-09-22,Duplex,0,0,0.0,12.0
295,2021-09-22,Empty Lot,0,0,0.0,84.0
296,2021-09-22,Multi-Unit,0,0,0.0,4.0
297,2021-09-22,Single-Family,0,0,0.0,16.0
298,2021-09-22,Residential,0,0,0.0,32.0
299,2021-09-22,Mixed-Use/Other,0,0,0.0,0.0
300,2021-09-22,Residential,0,0,0.0,32.0
301,2021-09-22,Mixed-Use/Other,0,0,0.0,0.0
302,2021-09-22,Residential,0,0,0.0,32.0
303,2021-09-22,Mixed-Use/Other,0,0,0.0,0.0
304,2021-09-22,Residential,0,0,0.0,32.0
305,2021-09-22,Mixed-Use/Other,0,0,0.0,0.0
306,2021-09-22,Residential,0,0,0.0,32.0
307,2021-09-22,Mixed-Use/Other,0,0,0.0,0.0
308,2021-09-22,Residential,0,0,0.0,32.0
309,2021-09-22,Mixed-Use/Other,0,0,0.0,0.0
310,2021-10-15,Commercial,0,0,0.0,1.0
311,2021-10-15,Duplex,0,0,0.0,12.0
312,2021-10-15,Empty Lot,0,0,0.0,82.0
313,2021-10-15,Multi-Unit,0,0,0.0,5.0
314,2021-10-15,Single-Family,0,0,0.0,16.0
315,2021-10-15,Residential,0,0,0.0,33.0
316,2021-10-15,Mixed-Use/Other,0,0,0.0,0.0
317,2021-10-15,Residential,0,0,0.0,33.0
318,2021-10-15,Mixed-Use/Other,0,0,0.0,0.0
319,2021-10-15,Residential,0,0,0.0,33.0
320,2021-10-15,Mixed-Use/Other,0,0,0.0,0.0
321,2021-10-15,Residential,0,0,0.0,33.0
322,2021-10-15,Mixed-Use/Other,0,0,0.0,0.0
323,2021-10-15,Residential,0,0,0.0,33.0
324,2021-10-15,Mixed-Use/Other,0,0,0.0,0.0
325,2021-10-15,Residential,0,0,0.0,33.0
326,2021-10-15,Mixed-Use/Other,0,0,0.0,0.0
327,2021-11-24,Commercial,0,0,0.0,1.0
328,2021-11-24,Duplex,0,0,0.0,12.0
329,2021-11-24,Empty Lot,0,0,0.0,81.0
