,Date,Type,B_Zero,B_Low,B_Medium,B_High
0,2022-04-23,Commercial,4.0,11.0,3.0,10.0
1,2022-04-23,Duplex,44.0,83.0,64.0,83.0
2,2022-04-23,Empty Lot,20.0,57.0,11.0,3.0
3,2022-04-23,Mixed-Use,0.0,5.0,2.0,6.0
4,2022-04-23,Multi-Unit,10.0,23.0,29.0,40.0
5,2022-04-23,Single-Family,69.0,121.0,98.0,89.0
6,2022-04-23,Residential,123.0,227.0,191.0,212.0
7,2022-04-23,Mixed-Use/Other,0.0,5.0,2.0,6.0
8,2022-04-23,Residential,123.0,227.0,191.0,212.0
9,2022-04-23,Mixed-Use/Other,0.0,5.0,2.0,6.0
10,2022-04-23,Residential,123.0,227.0,191.0,212.0
11,2022-04-23,Mixed-Use/Other,0.0,5.0,2.0,6.0
12,2022-04-23,Residential,123.0,227.0,191.0,212.0
13,2022-04-23,Mixed-Use/Other,0.0,5.0,2.0,6.0
14,2022-04-23,Residential,123.0,227.0,191.0,212.0
15,2022-04-23,Mixed-Use/Other,0.0,5.0,2.0,6.0
16,2022-04-23,Residential,123.0,227.0,191.0,212.0
17,2022-04-23,Mixed-Use/Other,0.0,5.0,2.0,6.0
