,Date,Type,B_Zero,B_Low,B_Medium,B_High
0,2022-02-21,Commercial,5.0,9.0,5.0,8.0
1,2022-02-21,Duplex,43.0,81.0,50.0,88.0
2,2022-02-21,Empty Lot,14.0,59.0,12.0,4.0
3,2022-02-21,Mixed-Use,0.0,5.0,2.0,6.0
4,2022-02-21,Multi-Unit,11.0,20.0,29.0,41.0
5,2022-02-21,Single-Family,62.0,117.0,83.0,90.0
6,2022-02-21,Residential,116.0,218.0,162.0,219.0
7,2022-02-21,Mixed-Use/Other,0.0,5.0,2.0,6.0
8,2022-02-21,Residential,116.0,218.0,162.0,219.0
9,2022-02-21,Mixed-Use/Other,0.0,5.0,2.0,6.0
10,2022-02-21,Residential,116.0,218.0,162.0,219.0
11,2022-02-21,Mixed-Use/Other,0.0,5.0,2.0,6.0
12,2022-02-21,Residential,116.0,218.0,162.0,219.0
13,2022-02-21,Mixed-Use/Other,0.0,5.0,2.0,6.0
14,2022-02-21,Residential,116.0,218.0,162.0,219.0
15,2022-02-21,Mixed-Use/Other,0.0,5.0,2.0,6.0
16,2022-02-21,Residential,116.0,218.0,162.0,219.0
17,2022-02-21,Mixed-Use/Other,0.0,5.0,2.0,6.0
