,Date,Type,B_Zero,B_Low,B_Medium,B_High
0,2022-10-18,Commercial,2.0,7.0,7.0,8.0
1,2022-10-18,Duplex,21.0,74.0,69.0,78.0
2,2022-10-18,Empty Lot,29.0,62.0,12.0,8.0
3,2022-10-18,Mixed-Use,0.0,4.0,2.0,5.0
4,2022-10-18,Multi-Unit,4.0,26.0,25.0,39.0
5,2022-10-18,Single-Family,30.0,128.0,87.0,87.0
6,2022-10-18,Residential,55.0,228.0,181.0,204.0
7,2022-10-18,Mixed-Use/Other,0.0,4.0,2.0,5.0
8,2022-10-18,Residential,55.0,228.0,181.0,204.0
9,2022-10-18,Mixed-Use/Other,0.0,4.0,2.0,5.0
10,2022-10-18,Residential,55.0,228.0,181.0,204.0
11,2022-10-18,Mixed-Use/Other,0.0,4.0,2.0,5.0
12,2022-10-18,Residential,55.0,228.0,181.0,204.0
13,2022-10-18,Mixed-Use/Other,0.0,4.0,2.0,5.0
14,2022-10-18,Residential,55.0,228.0,181.0,204.0
15,2022-10-18,Mixed-Use/Other,0.0,4.0,2.0,5.0
16,2022-10-18,Residential,55.0,228.0,181.0,204.0
17,2022-10-18,Mixed-Use/Other,0.0,4.0,2.0,5.0
