,Date,Type,B_Zero,B_Low,B_Medium,B_High
0,2021-08-18,Commercial,5.0,9.0,4.0,11.0
1,2021-08-18,Duplex,40.0,83.0,53.0,83.0
2,2021-08-18,Empty Lot,19.0,59.0,11.0,4.0
3,2021-08-18,Mixed-Use,1.0,3.0,3.0,5.0
4,2021-08-18,Multi-Unit,11.0,24.0,26.0,45.0
5,2021-08-18,Single-Family,83.0,123.0,89.0,92.0
6,2021-08-18,Residential,134.0,230.0,168.0,220.0
7,2021-08-18,Mixed-Use/Other,1.0,3.0,3.0,5.0
8,2021-08-18,Residential,134.0,230.0,168.0,220.0
9,2021-08-18,Mixed-Use/Other,1.0,3.0,3.0,5.0
10,2021-08-18,Residential,134.0,230.0,168.0,220.0
11,2021-08-18,Mixed-Use/Other,1.0,3.0,3.0,5.0
12,2021-08-18,Residential,134.0,230.0,168.0,220.0
13,2021-08-18,Mixed-Use/Other,1.0,3.0,3.0,5.0
14,2021-08-18,Residential,134.0,230.0,168.0,220.0
15,2021-08-18,Mixed-Use/Other,1.0,3.0,3.0,5.0
16,2021-08-18,Residential,134.0,230.0,168.0,220.0
17,2021-08-18,Mixed-Use/Other,1.0,3.0,3.0,5.0
