,Date,Type,B_Zero,B_Low,B_Medium,B_High
0,2021-06-24,Commercial,6.0,9.0,4.0,12.0
1,2021-06-24,Duplex,38.0,86.0,50.0,95.0
2,2021-06-24,Empty Lot,18.0,59.0,11.0,88.0
3,2021-06-24,Mixed-Use,1.0,3.0,2.0,5.0
4,2021-06-24,Multi-Unit,10.0,24.0,25.0,49.0
5,2021-06-24,Single-Family,81.0,126.0,89.0,106.0
