,Date,index,V_Indeterminant,V_Possible,V_Very_Likely,V_Definite
0,2022-12-26,Commercial,3.0,1.0,15.0,5.0
1,2022-12-26,Duplex,21.0,0.0,82.0,141.0
2,2022-12-26,Empty Lot,7.0,1.0,108.0,3.0
3,2022-12-26,Mixed-Use,1.0,0.0,5.0,5.0
4,2022-12-26,Multi-Unit,2.0,0.0,29.0,61.0
5,2022-12-26,Single-Family,23.0,3.0,128.0,178.0
