,Date,index,V_Indeterminant,V_Possible,V_Very_Likely,V_Definite
0,2022-06-23,Commercial,4.0,2.0,17.0,5.0
1,2022-06-23,Duplex,10.0,0.0,117.0,144.0
2,2022-06-23,Empty Lot,10.0,0.0,86.0,2.0
3,2022-06-23,Mixed-Use,1.0,0.0,5.0,5.0
4,2022-06-23,Multi-Unit,4.0,0.0,38.0,64.0
5,2022-06-23,Single-Family,18.0,2.0,176.0,188.0
